year,month,temp,sd,nbr
1999,04,7.1,2.434486040283396,240
1999,05,10.2,3.1090664580488125,248
1999,06,14.6,2.245266367265164,240
1999,07,18.15,2.5350894841601725,248
1999,08,17.15,2.8750923124563528,248
1999,09,16.6,1.7452194117013138,240
1999,10,10.7,2.8029695337034135,248
1999,11,7,3.171529747838193,240
1999,12,3.5,2.5535387422942195,248
2000,01,3.4,2.8219044405405334,248
2000,02,3.7,1.6394369143182235,232
2000,03,3.9,1.7789207581008022,248
2000,04,7.2,3.4885147029410644,240
2000,05,12.9,2.807647319846176,248
2000,06,14.45,2.9866494838648228,240
2000,07,15.5,1.9558845886107388,248
2000,08,16.2,1.7695451843146959,248
2000,09,13.9,1.8055114753407604,240
2000,10,12.3,1.36183251374068,248
2000,11,8.2,1.171351423018052,240
2000,12,5.05,3.7987285047209336,248
2001,01,2.8,1.7837449233051805,248
2001,02,2.05,3.6090879034563677,224
2001,03,1.9,2.536917056590097,248
2001,04,5.3,2.097447475749653,240
2001,05,11.8,2.6504522852112,248
2001,06,13.8,2.789510106057901,240
2001,07,18.8,2.72503829592327,248
2001,08,17.45,2.089514008869304,248
2001,09,13.4,2.0771107209297712,240
2001,10,12.6,1.7342653985214649,248
2001,11,6.3,2.584705039162112,240
2001,12,1.85,3.0066154042557565,248
2002,01,2.4,2.663998218669949,248
2002,02,4.05,2.1211009656624724,224
2002,03,4.4,1.9017488411527033,248
2002,04,7,2.4876250205120995,240
2002,05,12.6,2.4918896457891493,248
2002,06,16.2,2.2581881074417502,240
2002,07,17.5,2.771195050155722,248
2002,08,20,1.9932095446505333,248
2002,09,15.9,4.0995802077841805,240
2002,10,8,3.3642438970479835,248
2002,11,5.9,2.3859800871528867,240
2002,12,1,2.8106232365202373,248
2003,01,1.9,4.193382081094714,248
2003,02,-0.95,1.7176978973684398,224
2003,03,2.7,2.5473737907351635,248
2003,04,5.85,3.1408730486396377,240
2003,05,10.9,2.59946018521891,248
2003,06,15.9,2.030564053796146,240
2003,07,18.3,2.4461198895474117,248
2003,08,18,3.463457908179214,248
2003,09,15,2.478877258285643,240
2003,10,7.95,4.01470001543352,248
2003,11,7.5,1.6246745731435717,240
2003,12,4.7,2.122482991045394,248
2004,01,-0.5,2.6391146333686604,248
2004,02,1.2,2.2364756664177188,232
2004,03,3.05,2.520788809950143,248
2004,04,7.5,2.6579098288501934,240
2004,05,11.4,2.3735476852888,248
2004,06,13.7,2.1253387620698225,240
2004,07,15.3,2.1154387184836905,248
2004,08,18.4,2.467569957541978,248
2004,09,14.95,2.4379998146501793,240
2004,10,10,2.362651665837316,248
2004,11,6.2,2.4011327812501047,240
2004,12,4.9,2.0853605478045805,248
2005,01,3.8499999999999996,3.242694821819844,248
2005,02,0.7,2.0288715254742486,224
2005,03,1.25,3.1593179895875205,248
2005,04,6.5,2.543922085012915,240
2005,05,10.75,2.845813762071393,248
2005,06,14.3,2.7774947008248607,240
2005,07,17.8,2.7470933978674674,248
2005,08,16.05,2.1027733681487124,248
2005,09,15.2,2.3440960809107514,240
2005,10,12.1,2.6152085306671498,248
2005,11,6.75,4.095103698644264,240
2005,12,3.1,2.5710957778268986,248
2006,01,-0.2,2.371813796579976,248
2006,02,0.5,1.614698659716798,224
2006,03,-0.2,3.127502524164839,248
2006,04,5.2,1.7785742001657165,240
2006,05,10.6,2.7113684198890096,248
2006,06,15.8,3.076499758993177,240
2006,07,21,2.659504702110133,248
2006,08,17.9,2.4053115606508118,248
2006,09,16.3,1.7280681888374563,240
2006,10,13.25,2.0949493282026443,248
2006,11,8.3,2.291978576465993,240
2006,12,7.1,1.4268246179087116,248
2007,01,6.2,3.2224658685543357,248
2007,02,2.3499999999999996,2.2284115834957507,224
2007,03,5.1,2.0091779991344283,248
2007,04,8.1,2.4498995226030735,240
2007,05,11.8,2.961063743247743,248
2007,06,16.4,2.846567306837666,240
2007,07,16.4,1.9670622205583956,248
2007,08,17.65,2.3278256382097764,248
2007,09,13.7,1.8205751079945514,240
2007,10,9.9,2.5222083967333417,248
2007,11,5.55,2.51176187142507,240
2007,12,4.2,2.2895488827401866,248
2008,01,4.25,2.015113329105025,248
2008,02,4.5,1.9897038676190064,232
2008,03,4.2,2.3157240487421955,248
2008,04,6.5,2.685885644356563,240
2008,05,12.3,3.41219242861681,248
2008,06,15.7,2.5647949124281446,240
2008,07,17.6,2.7055196520144396,248
2008,08,17.4,2.0577808265847684,248
2008,09,13.8,3.0321014940159814,240
2008,10,10.95,2.247789679497292,248
2008,11,7.85,2.951492749286951,240
2008,12,4.1,2.3313293726099915,248
2009,01,1.55,2.2374315938435805,248
2009,02,0.8,2.2008086278165173,224
2009,03,3.5,1.8824524960181388,248
2009,04,7.8,3.0417065777553876,240
2009,05,11.6,2.951002484818372,248
2009,06,14.1,3.5742067372436472,240
2009,07,18.4,2.4386123823421637,248
2009,08,18.3,2.0961169454932027,248
2009,09,15.5,2.288098947202607,240
2009,10,8.4,2.621212106228299,248
2009,11,7.7,1.7334704510726395,240
2009,12,2.1,3.374361151015797,248
2010,01,-2,2.662058496627592,248
2010,02,-1.2,1.982184424540051,224
2010,03,1.8,2.8613243599522598,248
2010,04,6.15,2.3393056164351584,240
2010,05,9.3,2.6045559384300287,248
2010,06,14,2.6533459574421268,240
2010,07,20,2.7174348427668304,247
2010,08,17.8,2.397435144080046,247
2010,09,14.1,2.133960716809315,152
2010,10,9.6,2.297589855777301,155
2010,11,4.300000000000001,4.526861612932278,150
2010,12,-3.1,2.589324219987296,155
2011,01,0.3,1.7862365386284356,155
2011,02,-0.9,3.0523655173977056,140
2011,03,2.2,2.2167829209560974,155
2011,04,8.3,2.9511382553579453,150
2011,05,12.7,2.5950271479538536,155
2011,06,16.8,1.9913375042740524,150
2011,07,17.6,1.9506345846369417,155
2011,08,17.4,2.0264573854342824,155
2011,09,15,1.6191250709953593,150
2011,10,9.8,2.6996477605423372,155
2011,11,7.199999999999999,1.7945157566582843,150
2011,12,4.5,1.3424814295819953,155
2012,01,3,2.7504917486981255,155
2012,02,0,4.432963643733914,145
2012,03,4.9,2.3806134684080167,155
2012,04,6.75,2.8193563134820976,150
2012,05,12,3.6204447853919905,155
2012,06,14.95,2.2966047305948414,150
2012,07,17.2,2.1780509999441637,155
2012,08,18.5,2.3304221071125313,155
2012,09,14.55,2.4498280083902855,150
2012,10,10,2.74282901727655,155
2012,11,7.1,1.7827661185800696,150
2012,12,0.6,2.483373787966337,155
2013,01,-0.7,4.0550183548782694,155
2013,02,0.15000000000000002,1.5679498072802112,140
2013,03,0,2.5882249231929757,155
2013,04,6,2.89615775708351,150
2013,05,12.3,3.2064838209767337,154
2013,06,16.3,2.144059583799254,150
2013,07,19.4,2.5101156052871665,155
2013,08,18.4,2.5229204853602414,155
2013,09,14.8,2.622704599901506,150
2013,10,11.9,1.7775234014817496,155
2013,11,7.4,2.18802199907962,150
2013,12,5.4,1.4393084151309539,155
2014,01,1.9,3.5165590639855315,153
2014,02,3.4,1.395494696181578,140
2014,03,5.3,1.963533915619493,155
2014,04,8.8,3.1021770791086256,149
2014,05,12.2,2.867698022886022,153
2014,06,16.9,2.020102994251172,150
2014,07,21.4,3.163429621643798,155
2014,08,17.7,3.0215983096581445,157
2014,09,16,2.3742301236589274,150
2014,10,13.2,1.8369314642362342,156
2014,11,8.6,2.638350840373939,149
2014,12,4.65,2.9451206556079526,154
2015,01,3.5,1.7750723727580764,154
2015,02,2.6,1.8871660455437504,140
2015,03,5,1.8790639800548319,155
2015,04,8.1,2.210468267564187,149
2015,05,11.6,1.6843250941648336,154
2015,06,14.4,1.9970363948651781,150
2015,07,17.3,2.5155607889592546,155
2015,08,19,2.072832224538456,155
2015,09,15.3,1.872567056890176,150
2015,10,10.5,1.9312583185374201,155
2015,11,8.6,3.3957699275793196,149
2015,12,7.2,2.1225548785368313,155
2016,01,-0.1,2.966856719402641,155
2016,02,3.2,1.9558843821849736,145
2016,03,4.2,2.017399596293936,155
2016,04,7.7,1.6860372915787574,149
2016,05,14.3,3.4761064852226,155
2016,06,17.5,2.596019065572192,150
2016,07,18.5,2.341801876437809,155
2016,08,17.9,2.2096435250398003,155
2016,09,17.7,2.321126696040707,151
2016,10,9.4,2.1631132818145,155
2016,11,5.75,2.8445755906334673,150
2016,12,4.9,1.8768856179740117,155
2017,01,2.05,2.6704710098877142,154
2017,02,2.2,2.604046972925896,140
2017,03,4.6,1.944296978734614,155
2017,04,7.3,1.9279888533312608,148
2017,05,12.7,3.472691597190835,155
2017,06,16.3,2.0763008105591085,150
2017,07,16.9,1.7349238081325462,155
2017,08,18.1,1.6175734230018257,155
2017,09,14.7,1.52028918125167,150
2017,10,11.8,1.7584965204879073,155
2017,11,7.2,2.350378236018406,150
2017,12,4.4,1.9081996243715207,155
2018,01,3.3,2.0356417791128454,155
2018,02,0.6,3.0671400185048743,140
2018,03,0.9,2.378545707277603,155
2018,04,8.649999999999999,3.2607856480464323,150
2018,05,16.45,3.741488146984789,154
2018,06,19.45,2.427037210198229,150
2018,07,22.2,3.013910912116534,155
2018,08,20.1,3.243385072386876,154
2018,09,16.6,2.9707384268721566,150
2018,10,12,2.8280655820472957,153
2018,11,8.1,3.410755919221465,149
2018,12,5.1,2.21170061405251,155
2019,01,2.2,2.2554290503337127,155
2019,02,4.3,1.5526584303828221,140
2019,03,5.6,1.6623084478476022,155
2019,04,9.45,3.7233128545658625,150
2019,05,12.2,2.7969405452938525,155
2019,06,18.9,2.5240276219252458,150
2019,07,18.8,2.911387085893841,188
2019,08,19.1,2.4405089032874705,223
2019,09,15.1,2.151862276791465,151
2019,10,11.9,2.7952790328103347,210
2019,11,7.3,1.9014829718514032,180
2019,12,5.7,1.8742409719081536,155
2020,01,5.5,1.1478024028967344,155
2020,02,5.3,1.381038464844231,145
2020,03,5.7,1.8822812817504149,155
2020,04,9,2.4077544375968527,150
2020,05,12.2,2.8627970654803963,155
2020,06,18.6,2.8119948415340876,150
2020,07,17.6,2.1457439289900493,155
2020,08,20.4,3.009111703934111,155
2020,09,16.6,2.0358751120920444,150
2020,10,12,2.3310548054635203,155
2020,11,9.25,3.116307400126075,150
2020,12,5.1,1.5690502625584866,155
2021,01,1.7,2.1324584725128974,155
2021,02,0.6,3.748171119630872,140
2021,03,4.4,2.4576145575501087,156
2021,04,6.9,2.3424799597928057,151
2021,05,11.8,2.678177259085934,155
2021,06,19.05,2.5629374401548803,150
2021,07,20.85,2.322831619562007,156
2021,08,17.6,2.3739350576939344,155
2021,09,15.9,2.3966460531856932,150
2021,10,11.7,1.7436083528064839,155
2021,11,8.149999999999999,2.840389109053149,150
2021,12,2.7,2.5605148466371332,155
2022,01,4.1,1.7296042298135306,155
2022,02,4.5,1.1884150879962707,140
2022,03,4.3,2.585584898405421,155
2022,04,7.25,2.8070457852105757,150
2022,05,9.2,NA,1
